review_description,rating
Nice app,1
جوعان كلم طلبات,1
وصل في 30 دقيقة,1
رأّئعٌ,1
طلبات هو المنقذ الصراحة حزت اليوع,1
اخص عليك شركه وسخه شويه حراميه عايشين من الحرام اقعد استنى الرمز ساعه,-1
كيف اسجل مندوب عندكم,1
برنامج رائع😍,1
جداً روعه ومميز عن باقي اتطبيقات وجدن كلاس واعجبني انا وعالتي كولها ولنا اشرف ان نقيمكم ونعطيكم رأينا ونتمنا لكم يوم سعيداً,1
اعفن برنامج دفعونا حق وجبه وماجابوها جابو بس ببسي ويطول,-1
Not opn,-1
أنصح استخدام هذا البرنامج,1
😂😂😂,1
بضل يحكيلي النسخة تريد تحديث وما بفتح,1
بس احيانا تتاخر اطلبات,1
برافووووو,1
👍🏻👍🏻👍🏻👍🏻👍🏻,-1
تطبيق في منتهى الروعه,1
٢بلببببببببب2ب٢٣ب٢ب٥٥,1
انتم مو زينين,-1
ممتاز وخصومات حلوة,1
زباله ومفيش فيه رحلات,-1
ممره جميل البرنامج ويوفر عليك المشوار,1
اكتر مواصلة برتاح فيها,1
🦋🦋...,1
تطبيق رائع جدا جدا جدا,1
برنامج رائع نشكر كل من ساهم في تطوير هذا البرنامج الناجح,1
سئ جدا في السعودية خصوصا لايوجد تحديث لقائمة المطاعم,-1
❤️❤️🍯,1
جديده,1
التطبيق مش شغال خالص ليه بعد التحديث,1
فااااااااااااااشل,-1
ممتاز جدا جدا جدا,1
مش شغال,-1
حلوه💖💖💖💖💖,1
سيء لا يتحمل,-1
التطبيق فيه مشكله بيهنج,-1
صراحه تطبيق حلو جدا لكن فيه مشكله ان التوصيل يتاخر وسعر التوصيل مبالغ فيه وفي مطاعم مثل هارديز الاكل في الصوره شي وفي الحقيقه شي ثاني اتمنى تعدلو في ذي الاشياء لانو كثير ناس اشتكو من هذا الاشياء,1
جميل جدا.,1
لم تلتزم الشركة بإعطاء العمال السيارة بعد ٣ سنوات كما وعدتهم سابقا,-1
ما اعرف كيف اطلب,1
موقع  جميل  لكن  بعض المطاعم   الطلب مكتوب ساعة توصل ساعتين والاكل بارد فقط هذا التعليق,1
ممتاز جدا اتمنا تحطون مطاعم أكثر 👍👍👄,1
تجربه ممتازه مع استخدامي لسوافيل شكرا لكم بس في ملحوظه ليه مافيش ميعاد الصبح من المريوطيه هرم لوسط البلد زي اخر النهار.. وممكن خط الهرم وسط البلد ينضاف اليه خط يستخدم الدائري المنيب لسرعه الوصول وخاصه اننا قربنا علي زحمه المدارس في الهرم والدقي وزمن الرحله هيضاعف.. شكرا لكم,1
بحاول اسجل بايميل جوجل مش راضي بدخل رقم الموبايل يقولي مربوط بجوجل ادخل بجوجل مش رادي وحاجه زفت وتيله,0
غير مفيد اطلاقا,-1
جيد ولكن نتمنى إضافة المزيد من المطاعم,1
لايسمح التطبيق باستخدام لقطة الشاشة على الرغم انها الدليل الوحيد على إتمام العملية لذا فهو تطبيق سئ ولو كنت اعلم ذلك ماشتركت وعملت المحفظة وكنت عملتها فى فودافون,-1
بصراحة جميل جدا والسرعه جميلة اوي اللهم بارك بس ناقص يبقى شامل جميع المطاعم والسوبر ماركت,1
الصراحه عجبوني بحسن تعاملهم لما ألغيت الطلب و لما اطلب,1
سعيد صبحي Ss,1
🤙🏼🤙🏼🤙🏼,1
كتير ممتاز,1
احلى واجمل برنامج,1
بصراحه مايستهلوش ولا نجمه معامله سيئه من كافة الموظفين الي في مصدق الدقي وإهمال في شغلهم والمعامله السيئه مع العملاء والإستخفاف في إرجاع الحق لصاحبة وبالأخص الموظفة سهام السعيد والموظفة نسرين والسيد مختار مسؤال الشيكات المرتدة د.أحمد حجازي مدير الشيكات  المرتده والسيد مدير الإدارة العقاريه حسام حسن . والسيد نادر .مدير المبيعات ناس قاعدة على الكراسي على الفاضي والاسم مديرين علي فكره كل الاسامي الذي تم ذكرها مديرين أقسام وليسوا موظفين عادين هم المسؤولين  عن اداره العمل بالشركة ..ملحوظه ده حصل اليوم بتاريخ ٨/٩ وسألت عن الأستاذ هشام طلعت قالوا إنه مسافر اتفرج بقه يا أستاذ هشام على استهتار الموظفين في غيابك وذهابهم لمنازلهم قبل انتهاء العمل انا عميل عندهم من زمان حسبي الله ونعم الوكيل فيهم جميعا,-1
اكل حلو,1
ياجماعه انا نزلت البرنامج واى بيقولى أنهم مش بيوصلو لى المنطقه ال انا فيها ازاى ده بقا,-1
من افضل الخدمات ال اتعاملت معاها,1
الي مراح ينزلا كيفا بس انصحك انو ينزلا والي معاي لايك احبكم,1
حلو بس المطاعم شوي مرررره,1
برنامج رائع و يوصل الطلب اسرع من الاتصال 👏👏👏,1
وااااااااااو,1
نسيت الباسورد رقم الموبايل المستخدم هو ٠١١٢٢٠٢٢٠٤٣ برجاء ارسال الباسورد القديم او الجديد وشكرا,1
روعه .. سهل .. واضح ومتاح للجميع,1
أفضل محفظة ذكية للموبايل فوق الممتاز,1
واوووووووووو,1
Kamal.elsharksy ممتاز ورائع جدا جدا,1
يعطيكو العافيه كثير رائع,1
اﻵن بجربه وبشوف,1
أحمد  القاسمي,1
جيد ولكنيحتاج ان يكوم الموصليتحدث تلعربيةو يعرف فيالمنطقة,1
مرة سهل انصحكم تنزلوه,1
التطبيق راااائع,1
انتو مش بتخدمو ليه مدينه القاهره,-1
ممره عجبني شكرا,1
جدا رائع لقد احببته,1
سئ للغايه مش راضي يفتح,-1
تجربه ممتازه جدا,1
رائعععععع,1
فين خصومات وعروض اول مره,-1
برنامج زباله أكواد زي فودافون كاش أفضل,-1
برنامج سئ جدا منفذش غير بوتشر واحد بس تجربه سيئه جدا😕 ..هعمل الغاء لتثبيت البرنامج,-1
شي كتير حلو والله,1
Gay,1
برنامج جدا رائع,1
حلو جدآ جدآ جدآ,1
الابلكيسن ممتاز جداا دا لانهم عندما تلبط كان سريع,1
تطبيق كاذب وخدماته سيئة التوصيل عندهم مجاني او بسعر رمزي لمنطقة واحدة و سيئ أيضا 👎عكس ذلك تطبيق جرسون التوصيل فيه مجاني و الاسعار رمزية للتوصيل,-1
جميل جدا ❤️,1
كانت زمان كويسة.. كل سنة وأنتم طيبين كباتنها اتحولت للبلطجة والنصب.. وخدمة العملاء ضعيفة جدا قدامهم,-1
انا مش عارف اشغلو بييجى عند خطوه محل الاقامه والاكلام ده وبيقف,-1
أنه رائع 😍😍😍😊,1
شاورما جمعة عرب رائع جداً والتوصيل من طلبات اكثر من رائع,1
لا انصح بتجربته ابدا .. خدمة سيئة .. ومواعيد اسوء.. وطلبك بوصل بارد ..,-1
واحد من البرامج المريحة لوسائل النقل و المواصلات .. نرجو زيادة عدد الخطوط و تنويع مواعيد الرحلات خلال اليوم .. شكرا سويفل,1
التطبيق رائع ولكن اتمنى اضافة مخيم الحسين,0
يوفر الوقت 😍,1
زبالة لابعد الحدود,-1
تطبيق جميل وخدمة العملاء ممتازة,1
يوجد زيادة في السعر عند الاستلام وعندما اطلب من اكثر مكان يوصلني بس من مكان واحد واكثر من مرة مش بس مرة وحدة صار معي هاد الخلل تطبيق سيئ ولا رح اطلب منو مرة ثانية,-1
فااااااااشل انا في مدينه بس مو مكتوب,-1
اواجه مشكلة في الطلب عند الطلب انشاء حساب جديد ادخل رقم الهاتف وا او اكد ذالك بي رمز التحقق وا ادخل كلشي وا اوافق علا سياسه الخصوصيه يضهر لي إغلاق ارجو إصلاح هاذا المشكلة,-1
ده ده 😊🤲🏻🤲🏻🤲🏻🤪🤪🔥🔥🔥🔥🔥🔥 زد😊💕🔥,-1
انا حاط نجمه لان مافيه في مدينتي وهي عرعر,-1
اعلان متكرر و مزعج و لن اعطيه تي نجمه لانه يخرب و يزعج و ذا اكثر اعلان متكرر 😡👎,-1
شين جدا جدا جدا دس لايك 😐😐😮,-1
ممتاز افضل من هليو فووود بالف مليون مره وجدية فى التعامل,1
مرا حلو👍👍👍👍👍👍👍👍💖💖💖خمسة👑👑👑👑👑,1
مكان تحفة وتعتبر خروجة كويسه في السوق التجاري,1
زي الزفت طلبت أكل ب ٨٠ جنيه وحطيت بون خصم ٤٠ جنيه وظهرلي الحساب ٤٠ جنيه وبمجرد اني اكدت على الطلب ظهرلي الحساب ٨٠ جنيه وحاسبت على ٨٠ جنيه شغل كدب ونصب والبون كان 3X40LE وتقدروا تخشوا تتأكدوا دلوقتي هتلاقوا البون شغال,-1
"بصراحه تطبيق طلبات صار فيه نصصب بشكل موطبيعي من ناحية الاسعار، الاسعار بالتطبيق اغلى من المطعم ب ٢٠ ٪ من قيمة كل صنف هذي غير رسوم التوصيل!!! لييش يعني؟ خير؟ من ناخيتي وقفت التعامل مع التطبيق",-1
ممتاز 1000 نجمة,1
احبه وااااايد,1
نييننق,1
محمد العالمي,1
جميلة جداً ❤❤❤❤❤,1
احلى تطبيق لتوصيل الطعام بسرعه❤ يستاهل مليون نجمه,1
شركه في منتهى الجلديه,1
هو ممتاز كتير,1
ناس معندهاش ضمير,-1
تطبيق فاشل اسعار غاليه وخدمات سيئه يحكو في خصومات وبس تدخل ما يخصمو شي واغلب الطلبات ناقصه بالبدايه كان جميل ولكن الآن سيئ جدا 😕😕,-1
مضروووب طلبت من الساعة 6 ودحين قربت على 9 ومحد جا ومحد اتصل,-1
!!!!!!!!!!!!!!!! بنا فخاد بسس,-1
ياريت تطورو فيه ميزة ارسال الموقع حيكون أسهل لنا ولكم ..,-1
كل شي بياخد منك ضعفه حق توصيل يعني انتا بتطلب شاورما ب 3دنانير والتوصيل 3دنانير,-1
"أسوأ تطبيق حملته، الطلب جا مختلف مابين اللي بالتطبيق و فاتورة المطعم والأسوأ نظام استقبالهم لملاحظات المستخدمين، فصل المحادثة ""بناءً على طلبي"" و انا اكتب لهم وصف المشكلة",-1
كفو عليكم في مطعم إسمه ملك الكباب,1
Gpod,1
عايز اسجل معاكوا عربيه ملاكى ومحتاج رقم تليفون للتواصل,1
😢,-1
انشاء الله تكون أدرك,-1
ممتازة وسرعة ودقة ربنا يوفقكم ومزيدا من التفوق اجمل شيء الأكل يوصل حار😍 اتمنى ان تتواصلوا مع مطعم قصر نجد للمندي والمظبي في جميرا له مندي لايوووووصف 😍,1
قتله,1
"شركه تتأخر بتوصيل الطلب وغيرهم غير سعر المطعم الأصلي يزيد ع قيمه الطلب فوق 
هذ ياخذ توصيل مع بعض مطاعم مجاني",0
لايناسبنى هذا الإعلان,-1
ممتاز جدا والله سهل وجميل..,1
ٱهلين,0
تطبيق زى الزفت ياريت تشوفو حل كل ما افتح التطبيق ياخد وقت طويل وغير انو وقف خالص وكل شوية يقولى احذف التطبيق وقم بتنزيلة مرة أخرى,-1
لا تستحقو نجمه واحده ارجو من الجميع عدم التعامل مع هذا التطبيق هناك كذب وتلاعب خصوصا التطبيق في سلطنة عمان,-1
يعطيكم العافيه بس في كم مطعم مموجود,1
خدمات ممتازة جدا اتمنىء لكم المزيد من التقدم والنجاح,1
٧ااغت٣٣ا___٥,1
يالبيييه,1
لا توجد مدينة مكه المكرمه اتمنا ان يتم تحديث البرنامج والتوصيل إلى  مكه,-1
الهيلتون جميل ومتمي وافضل فرع هيلتون جرين بلازا بالاسكندرية,1
الطلب يطول اقل شي ساعتين,-1
سئ جداً,-1
ممتاز 👍🏼 👌🏽,1
خدمتهم سيئة جدا وهناك تطبيقات توصيل أفضل منهم,-1
"لو سمحت انا مستخدمتش التطبيق بس كنت عاوزة استفسر ده ميكروباص ولو طلبت هيبقي 
السعر اللي موجود ده للفرد ولا الميكروباص كله",-1
خيال استمرو,1
غباء المطورين.. سطبته علي موبايل تاني ظهر النص كامل ودوست موافق واشتغل.. رجعته لموبايلي ظهرلي النص كامل (اتفاقيه الاستخدام).. وبرضو مش عارف ادوس.. لقيت الحل اخيرا في اني اصغر نوع الخط الخاص بالموبايل لاقل حاجه عشان اقدر اشوف الشاشه كامله.. ودي اخرة ان ميبقاش عندك تيم بيتست المنتج قبل ماينزل السوق,-1
سيئةو استغلال لأقصى حد,-1
"غالي، وفيه ضعف إشراف.",-1
Xzxx,1
الاسعار مرتفعه جدا .. والعروض ليست قويه ابدا .. حتى التوصيل مرتفع جدا,-1
جميل جدا وبخدمك ويسعد الله,1
احسن موقع بلكويت,1
الخصم غير حقيقى,-1
شكرا سيئة جدا و خدمة عملاء و سيستم و كل شئ في منتهي السوء 😡😡🤬,-1
اطلق تطبيق,1
تسالي الحسين في مشكلة لما بجي باطلب منه بيحسب الحاجه بالضعف يعني الكيلو ب 30 بيبقي 60,1
احلى شيء,1
يوجد بعض الضعف في البرنامج,-1
ياليت تضيفون مطاعم جديده اكثر من جذي والبرنامج توب,1
:) 👍,1
حلو جدا و بيساعدني لاني ساكنه في مكان مفيهوش خدمات تماما شكرا للخدمه الممتازه ... ولاكن لا انصح بتعامل مع مطعم kfc بسبب سوء خدمتهم من خلال التطبيق.,1
رررررررررررروعه.   ررررررررررو عه,0
خدمه فوق الممتاز,1
ؤؤبللكيبكب,1
تطبيق جدا جدا,1
أكثر من مطعم اطلب وبعد الانتظار اكثر من ساعتين يتصل المطعم عليه ويطلع ألف عذر ولايجيني شي,-1
Bed,-1
رااائع 😍,1
"حجزت اون لاين القاهرة ،قنا بمبلغ 125 جنيه بعد الخصم بعتلي لوكيشن المكان والتوقيت ورقم للمتابعة رد عليا بعد محاولات كتير وقال مفيش حجز بأسمي وحجزلي مكان تاني بمبلغ 160 جنيه وفي الاخر الباص مجاش في الميعاد. طبعا حذفت التطبيق من التليفون",-1
موقع فاشل طلبت من كودا وتقريبا ماجاء طلبي الا بعد ساعتين,-1
برنامج ممتاز و سريع و وصلتني البيتزا حاره افضل تطبيق,1
الله يلعن من برنامج,-1
صح عليك,1
برنامج سئ للغاية ..ماله اي فائده,-1
لا يسمح لافتح برنامج جدا سيء,-1
هو حلو او وحش,1
سلام مهمتك ٨,-1
المطاعم محدودة جدا والأحياء لا تغطي الرياض والطلب يتأخر بصراحه انا حاولت للمرة الثانيه اتعامل مع التطبيق للاسف لا أراه مناسب ابدا واسف لهذا الرأي وأرجوا أن تتقبلوه,-1
حلو التطبيق ولكن مافي بقالة فنريد بقالة وشكرا,0
ممتاذ,1
لو سمحت ابيك تقولني ب العافيه لني بشتري بيتزا 😍😍😍😍😍,1
بيرلافتالللالال rrhccsggf fytv tydy,1
حلو.,1
رائع جدااااااااا😍😍😍😍,1
محمد احمد,1
Not reach all locations,-1
متميييز,1
جميل أن تخدم الناس فقل منتجات فينوس ممتازه,1
جميل جدا وسهل,1
التطبيق في قمة الرووعه ويختصر عليك عناء البحث عن المطاعم السيء او الممتازه ومن منها يوصل ومنها لا .. بارك الله فيكم انصح الجميع بتنزيل التطبيق,1
حصل تأخير من قبل المطعم و لم يتم محاسبته و بعد ساعة و نصف ألغيت الطلب و سوف يرجع المبلغ بحسابي بعد 10 ايام بينما استغرقت عملية الدفع ثواني,-1
اول شي أنا من الاردن مشكلتي هي في يوم 21/5 بعد العشاء طلبك كنافه من محل اغاتي حكولي وقت التوصيل المتوقع 45 دقيقه قولك يلا ماشي اطلب قعدك أكثر من ساعه وربع وانا استنا الطلب والتوصيل غالي جداااااااا فش الا كم مطعم التوصيل مجاني عندهم والسلام عليكم ورحمه الله ❤️,-1
التطبيق ممتاز الصراحة,1
كمخ,-1
المشكله انه ليس جميع المناطق موجوده مثلا انا من سلطنة عمان محافظة الظاهره ولاية عبري وهي غير موجوده اتمنا حل المشكله,-1
حلو بس ما فيه تتبع الطلب,1
خدمه مميزه,1
استفاد منه وايد اطلب الساعه ١١ بليل,1
عالمي بس عايز خصوم اكترررر,1
ضاع منى خصم أول اوردر ال ٧٥ جنيه,-1
مع الشعب!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!♡♡♡♡♡جميل جدا,1
التحديث الاخير خرب البرنامج وكل ما ادخل عليه يقولى فى تحديث جديد ارجو حل المشكلة,-1
👍👍👍👍,1
رائع وخدمة عملاء لبقين وخدومين يستاهلون التقييم,1
تطبيق ممتاز ولاكن لدينا تطبيق طلباتي في العراق افضل,1
موقع فاشل,-1
البرنامج ١- بعد ما تستغرق في طلباتك يعطيك رسالة لا نستطيع التوصيل للزحمة في ضوء كورونا ٢- لا يوجد حفظ للطلبات عند الرجوع مرة ثانية لشرائها مما يضطرك كتابتها ونفس الشيء لا نستطيع التوصيل (مزعج) ٣- من الأبجديات لكل برنامج بهذا الخدمة أن يكون عنده ما يسمى بالمفضلة لحفظ الطلبات لسهولة الرجوع إليها ٤- الإدارة الجيدة هي التي تستطيع أن تعمل وتبرهن عن نفسها وقت ذروة العمل 👎,-1
انا مش عارفه ادخل الكود ازاي,-1
الحلو أنه دقايق والطلب عندك بس التوفير يقول 10 وانا اشوف الخصم درهم,1
زق زق,-1
اسيويين مقززين يقومون بالتوصيل,-1
بالنسبه لي  السعودية  ليش مو حادين كل المناطق   مثل نجران,1
تطبيق سهل التعامل فيه والطلبات توصل اسرع من الوقت الموجود,1
ليه بقول ليه أنه لا نوصل لهذا المكان امل بتوصل لفين ده انت ابلكيشن وحش محدش ينزل هاي البرنامج,-1
منيوات المطاعم مو كامله,0
جبااااار....  قفزه جدا جميله في هذا التحديث....  الله يباركلكم و منها للاعلى,1
برجاء أدخل اللغة العربية,1
انا ساكن فى الإبراهيمية شارع ابوقير و مش موجود اى رحلة على الخريطة من عندى برجاء الإفادة إذا كان يوجد رحلة تبدأ من الإبراهيمية شارع ابوقير إلى البيطاش,0
برنامج ولا اروع منه,1
نصب و احتيال على الموظفين اتفاق الشركه ثلاث سنين و بتوخذ سياره و لما قربت الثلاث اسنين طردت الشركه الموظفين,-1
ممتاز يعطيكم العافية,1
١٢٣,1
جميل انصح بتنزيله البرنامح رائع,1
لا انصح بتحميله,-1
اسوء خدمة واسوء تطبيق واسوء خدمة عملاء,-1
ممتاز بس ياريت توصلوا لكل مناطق الأردن,0
اغلب المطاعم ما متوفرة في منطقتي,-1
برنامج ممتاز لكن يحتاج كم تعديل,1
رررررووووووووعه,1
ممتاز ولكن التوصيل بطيء  ويناسب للذين ليس لديهم رصيد,1
شباب في مطعم الارنب الجائع في رياض,0
كنا في البيت قاعدين و فجأة جوو ناس بعدو قلنا يلا نطلب اونلاين,1
التطبيق بيعلق كتير جدا و مش بلاقيه وقت ما احتاجه,-1
أنا نسيت البريد الإكتروني؛ ماذا أفعل,-1
معلق لا يحدث ولا يثبت,-1
رائع جدا البرنامج,1
مش واصل لكل الناطق مش واصل لمنطقتي شو الفايده منه لعاد,-1
تطبيق زباله مش عارف افتحوا ارجوا انكم تعرفني يتفتح ازاي,-1
لماذا التطبيق بعد فتحه يقوم باعاده تشغيل التطبيق ولا استطيع ان انفذ طلبي ارجو حل المشكلة باسرع وقت لقد قمت بعمل اخر التحديثات ولم يجدي نفعا لا اعطيه ولا نجمه,-1
تأخييير جدا طلبت من بلو بابلز من ساعتين وللحين ما جا ؟!!,-1
وقام بالطماطم والأجيال والذرة تعال أكل زقاني,1
واوااواووااو,1
تطبيق ممتاز وخدمة سريعة,1
اسرع من هنقر ستيشن,1
مع الشعب ✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,1
صارلي مدة اطلب منه جربوه,1
ممتاز جدآ التطبيق انصح بتحميله,1
التطبيق مفيد جدا,1
شركه محترمه بس محتاجه إدارة اقوي شويه والتعامل يبقي افصل شويه,0
اعطي نجما وحدا لانا كل خمس ثواني تطلعيلي دعايتا👿,-1
ممتاز التطبيق جداً,1
قاعد يتحمل بشوف إذا حلو او لا,1
يساعد اذا تبي نفس المطعم اون لاين,1
البرنامج فية مشكلة في تحديد الموقع,-1
لسه,1
دية برنامج زبالة,-1
جمیل,-1
V g,1
سئ للغاية,-1
لايوجد مطاعم,-1
ممتاز و إيجابي,1
التطبيق منيح,1
للاسف خدمتهم سيئه,-1
جكجك,1
"في السابق كانت خدمات طلبات أكثر واقعية وهناك ميزة تتبع الطلب بحيث أعلم مراحل تجهيزه وانطلاق السائق والمدة التقريبية لوصوله ، أما الآن لا رقابة وأوقات توصيل مبالغ فيها حتى لو يبعد عنك المطعم بما لا يزيد عن 5 دقائق ، مما سيجعل كثير من مستخدمي التطبيق التحول عنه إلى منافسيه",1
"التطبيق سيىء جدا لا يوجد فيه تقديم شكوى انا طلبت طلب وطلع ناقص ورنيت على المطعم وعلى الشوفير وقالولي قدم شكوى على طلبات وطلبات ما بتقدر تشكي عليها ومو حاطين الهم رقم،،،،،،، انصحكم ما تستخدمه لسا كريم احسن منهم",-1
تجربة زبالة وتطبيق فاشل ومتطفل,1
البرنامج تحفه اوى و بصراحه مفيش برنامج زيو,1
مش راضي يدخلني علي حساب😡,-1
مميز,1
خمسه نجوم,1
شركه نصابه اسليب عمل ملتويه,-1
ليش تأخذوا فايده كبيره على التوصيل و ليش احيانا لمى الزبون م يكون عنده فكه مثﻻ يكون فوق الطلبيه 50 بيسه تأخذها 100 بيسه ليش م تنقصوا 50 و بل المقابل تاخذوا 50 بيسه زياده,-1
برنامج ممتاز😻💪,1
حيل حلو وسهل الاستخدام,1
التحديث الجديد رائع وابداع وشكرا للقائمين على التطبيق شكرا جزيلا🤩,1
افضل ابلوكيشن لتوصيل,1
التوصيل قبل الموعد و الحفاظ على الطعام,1
منظومه ممتازه وآمنه و محترمه بالتوفيق بإذن الله.,1
البرنامج ممتاز لاكن ينقصه الكثير من المطاعم مع العلم انه يوجد مطاعم كثير جدا في منطقتي ولا يظهر في البرنامج سوى مطعمين او ثلاث فقط,0
التطبيق بيعلق كتير جدا,-1
الصديق وقت اذيق,1
تطبيق رهيب انا أطلب من اكثر من مطعم  وخصوصي البيت المفتوح للشاورما الله يجزيهم الخير ما يتأخرون بالطلب تصلني الشاورما ساخنة,1
جيد لكن يطول,1
انا هجرب بس من التعليقات كويس,1
عاوزه اشترك فالتطبيق .فبيقولي رقمك مربوط بحساب جوجل .ولما اعمل تسجيل الدخول بجوجل مش بيشترك ايه الحل,-1
برنامج ماعليه كلام ممتاز بمعنى الكلمة اتمنى منكم رصيد مجاني لني هل يومين مطفر اسمي بل برنامج مثل اسمي بل حساب ذا 😂💝,1
حملت التطبيق ولكن عند الاتصال بالموقع الجغرافي يعطيني نعتذر حدث خطأ في الاتصال مع اني كنت محمله من قبل وماكان فيه هذة المشكلة,-1
سهل و بسيط 👍,1
يا ريت تضيفون RV بيرجر,1
والله التطبيق ممتاز جدا ويوجد الكثير من العروض وسرعة التوصيل والسعر ثابت وشامل الضريبة مش مثل بعض المطاعم بتتفاجا عند التوصيل بيقلك انو السعر غير شامل الضريبة,1
الاسعار جدا غالية وتطبيق سي 😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠,-1
تطبيق جدا.رائع,1
😛 😊😊😊😊,1
في بعض المطاعم مش موجود اتمنى تضيفوها / مثل مطعم يزن وهيثم,0
زج,1
برنامج خايس ماينفع بريال فيه تطبيق هنقر ستيشن افضل منه مليون التوصيل ابو كلب,-1
شئ جميل فى عصر التزييف,1
حاجة جميلة,1
سيء جدا يوم بحثت على منطقه ملتحي,-1
طز,1
لا انصح به ابدا,-1
برنامج رائع جدآ,1
"جداً جداً افضل من اني اتصل رصيد جزاكم الله خير انكم سويتي وانا حاب اقدم لكم 
جائزه على هذا الرقم 55892654رح تاخذو جائزه انكم سويتي هذا البرنامج",1
ليه,0
"التطبيق سيء انا عايش في حي فيه جميع المطاعم موجوزة ، ما يظهرلي الا 4 مطاعم",-1
في مشكلة وحده أن أرسلهم الموقع من التطبيق و بعدان يجون واتساب عشان أرسلهم الموقع,1
🙂🙂🙂🙂🙂🙂,1
تا بسرعه ثلاث,-1
bad,-1
ممتاز ولكن المطاعم قليلة جدا في منطقة بريدة نرجو زيادتها,0
طلبات احلى حاجه فيها كل حاجه,1
👎👎👎👎👎👎,-1
نصابيين,-1
جزاكم الله خير على مساعدة الناس الغير قادرة على الخروج,1
شويه,1
ممتاز انصح يتحميلو,1
مو موجود كل المناطق,0
انا من الطايف بيس مافيه,-1
ليش ماشي الوقيبه في صحار؟,-1
التأخير في بعض الاحيان,1
جيد ولكن بعض المطاعم لا تتعاون بالشكل المطلوب او موظفي المطاعم,-1
الطلبات توصل باردة وخسارة ادفع فلوس  لكم من جد خايس اتمني توصلون الاكل حارعشان تفتحون نفسيتنا مو تسدوها قطيعة,-1
والله تطبيق فاشل جاي بدي اطلب من المطعم قال بعطوني مشغول وهو اصلا مش مشغول,-1
سدن,1
نكهات الشاورمة با الكويت قوية,1
حلوووووووووووووووووو,1
I would love it if there would be a request for a trip that isn't scheduled on the app for more flexibility,1
حرام يلي عملتوه مع الموظفين بالاردن اعطوهم سياراتهم,-1
خدمه ممتازه والله,1
تطبيق اكثر من رائع وخصومات ممتازة... شكرا طلبات,1
ممتاز جدآ.....,1
مشكورين علئ التعامل الحسن من قبل الموظفين وجوده توصليهم للطعام,1
برنامج سيئ جدا طلبت من عندكم ساعه 5:45 دقيقه ولحد 6:30 دقيقه ماوصل الاكل وتواصلت مع الرقم الموجود وخبرني آسف مانوصل لك سلامات عيل ليش خليتني أنتظر طول هالوقت,-1
لييييه الاسعار تبع التوصيل بقت كلها ب ١٠ واكتر بعد ما كانت ب ٣ و٥ خييير وابص ف موبايل اخويا الاقيه نفس الاسعار القديمه بتاعه التوصيل ... ياريت تظبطوا التطبيق اكيد العيب مش ف موبايلي لان في ناس كتير اشتكت والموضوع بقى يدايق لاني بعتمد ع طلبات كتير بجد وده عملي اعاقه,-1
انت لسة واصلين,1
التطبيق جيد جدا بعد أن حلو المشكلة التي كنت اوجهها #التطبيق_سريع_التوصيل,1
انا لسه مش جربتهم,1
البرنامج حده بطيء,-1
جدا رائع أنصح الناس يحملونه,1
فااااااااااااااااااتشششششششششششششللللللللل😂💔,-1
ابي اسجل كمندوب مواد تموينة والبقالة امتلك دراجة نارية,1
كوييس,1
قوود,1
يلعن خيرهم زاد وزني ٣٠ كيلو بسبتهم,1
وزاره التجاره فرضت خدمه التوصيل اذا المطعم بمنطقتك اجرته 250 فلس اذا برا منتطقتك 500 فلس وعبر البرنامج مايعرف ال 250  كله 500 عدلو نضامكم احسن لكم,-1
تلى,1
ممتاز وجيد وسريع في استقبال الطلب والتوصيل,1
ماكدونالدز,1
حبيت البرنامج,1
جيدا,1
فشل,-1
حطيت نجمه مع انه مابستاهل بالامس طلبت طلبيه من مطعم وصلت بارده وبياته ولما شكيت قال شو تجاوزت قوانين الشركه شركه سيئه ومعاملتهم اسوء وكمان دائما السائقين مامعهم فكه باخذوا زياده بحجة مافي فكه,-1
ماجبلي الطلب انتضرت لين مغرب بعدين حملت هانقر ستوب يدق عليك بسرعه يحطلك وقت محدد بعدين يجيك على وقت,-1
ممتاز والتزام في المواعيد,1
احسن توصيل,1
مره لذيييييييييييذ,1
Its very fain,1
شركه محترمه جدا جدا جدا جدا جدا جدا جدا,1
يييييييببب,1
ممتازه,1
ابلكيشن اداره غير محترمه في الرد سفاله وفي منهم حراميه جالي كبون واتسرب من عندهم ومش مسامح فيه نهائي وبعت بدل الميل الف بيردوا كاني بشحت منهم طلبات مصر فشل #مقاااطع,-1
افضل برنامج اكل في العالم,1
كوبون الخصم مش بيظهر وقت عمل الاوردر وعندي قسايم خصم مش عارفه ليه,-1
لم يرسلو لي نقود بعد ١٧ طلب,-1
يجنننن التوصيل سريععع فقط عشر دقايق ويوصل مره جميل انصح كل حد يجربه 💗💛💞❤🥰🫂,1
كشخه وخدمة التواصل عن طريق الرسايل روعه,1
مشروع ممتاز,1
جامد جداا.. احصل علي خصم 60جنية برومو كود AMRELBD3M7TF,1
